customer_id,income,Recency,Monetary
2292,40000,412,19.55
2293,40000,507,169.67
2294,20000,424,174.96
2295,80000,382,639.8
2296,60000,470,102.43
2297,60000,999999,0
2298,#VALUE!,379,720.29
2299,60000,811,102.45
2300,20000,945,210.42
2301,140000,811,15.61
2302,40000,697,203.78
2303,60000,811,26.68
2304,40000,446,280.78
2305,20000,800,111.3
2306,60000,782,139.54
2307,20000,1020,23.88
2308,140000,553,26.14
2309,40000,755,52.6
2310,20000,738,971.31
2311,40000,680,108.85
2312,40000,748,403.57
2313,20000,381,193.4
2314,20000,438,29.1
2315,60000,850,124.75
2316,20000,743,262.4
2317,100000,999999,0
2318,20000,747,66.88
2319,40000,656,14.59
2320,40000,529,23.38
2321,40000,908,42.43
2322,60000,1043,9.02
2323,20000,875,101.58
2324,140000,784,188.54
2325,20000,999999,0
2326,40000,380,81.03
2327,20000,373,448.1
2328,100000,891,15.64
2329,120000,743,482.02
2330,80000,888,198.11
2331,100000,383,124.02
2332,80000,738,102.67
2333,100000,999999,0
2334,80000,947,35.16
2335,20000,382,640.54
2336,20000,778,75.1
2337,20000,604,161.82
2338,120000,468,98.61
2339,20000,999999,0
2340,20000,564,5.76
2341,40000,769,341.35
2342,20000,383,24.72
2343,20000,436,76.2
2344,40000,438,63.06
2345,20000,999999,0
2346,60000,468,206.26
2347,40000,999999,0
2348,60000,738,44.52
2349,120000,799,46
2350,20000,717,40.43
2351,40000,999999,0
2352,100000,368,188.36
2353,60000,740,30.19
2354,60000,740,96.33
2355,40000,379,464.86
2356,60000,999999,0
2357,20000,980,22.16
2358,80000,938,22.3
2359,20000,372,116.68
2360,40000,685,69.34
2361,20000,383,129.04
2362,60000,688,180.89
2363,40000,768,75.73
2364,40000,982,11.91
2365,40000,740,175.06
2366,20000,470,206.55
2367,40000,999999,0
2368,20000,375,585.7
2369,60000,999999,0
2370,100000,956,5.24
2371,20000,385,1118.24
2372,80000,666,43.73
2373,40000,377,379.03
2374,40000,393,25.36
2375,40000,800,103.84
2376,40000,368,268.41
2377,40000,557,87.91
2378,80000,379,1266.82
2379,80000,718,28
2380,60000,999999,0
2381,40000,472,278.4
2382,40000,416,124.22
2383,80000,677,18.6
2384,20000,848,85.55
2385,40000,558,95.64
2386,40000,730,36.23
2387,40000,455,59.48
2388,40000,856,49.78
2389,20000,410,201.82
2390,40000,382,448.45
2391,40000,775,306.49
2392,40000,999999,0
2393,60000,720,114.9
2394,40000,944,27.88
2395,20000,999999,0
2396,60000,380,136.32
2397,40000,447,169.3
2398,60000,386,369.6
2399,20000,741,27.72
2400,40000,857,93.61
2401,40000,1030,28.93
2402,20000,758,202.28
2403,40000,999999,0
2404,60000,371,123.26
2405,60000,420,125.54
2406,40000,658,68.4
2407,60000,999999,0
2408,80000,618,27.19
2409,80000,439,9.98
2410,20000,947,29.05
2411,20000,371,85.97
2412,80000,557,162.53
2413,40000,999999,0
2414,40000,764,92
2415,100000,950,50.84
2416,40000,999999,0
2417,120000,450,18.66
2418,40000,999999,0
2419,140000,999999,0
2420,80000,837,156.39
2421,40000,472,196.57
2422,40000,373,485.25
2423,20000,858,91.92
2424,100000,470,102.97
2425,40000,999999,0
2426,100000,409,307.69
2427,100000,999999,0
2428,40000,564,63.4
2429,20000,608,97.33
2430,80000,501,73.27
2431,20000,375,315.03
2432,60000,785,158.65
2433,40000,744,216.86
2434,20000,744,550.47
2435,60000,926,43.93
2436,40000,734,96.7
2437,120000,418,326.85
2438,20000,367,217.14
2439,20000,732,710.9
2440,120000,798,38.88
2441,40000,414,762.53
2442,20000,376,106.91
2443,40000,389,362.63
2444,80000,400,456.96
2445,60000,696,91.46
2446,20000,733,1001.51
2447,100000,875,116.57
2448,20000,379,1000.05
2449,40000,743,284.64
2450,40000,740,217.41
2451,100000,899,139.24
2452,80000,414,144.87
2453,120000,624,50.98
2454,20000,381,46.03
2455,40000,999999,0
2456,80000,999999,0
2457,120000,738,167.82
2458,100000,386,383.56
2459,120000,508,141.01
2460,40000,580,119.56
2461,40000,999999,0
2462,100000,798,112.33
2463,20000,888,95.16
2464,60000,736,169.17
2465,20000,999999,0
2466,80000,469,131.93
2467,80000,748,505.94
2468,140000,389,407.88
2469,80000,399,195.69
2470,40000,713,142.2
2471,20000,483,71.68
2472,20000,412,99.87
2473,20000,999999,0
2474,140000,803,5.5
2475,40000,735,739.8
2476,20000,771,186.2
2477,#VALUE!,790,31.37
2478,120000,946,40.82
2479,60000,419,593.73
2480,40000,755,349.86
2481,60000,732,788.07
2482,40000,419,235.01
2483,100000,372,86.59
2484,60000,538,13.53
2485,60000,880,84.6
2486,140000,798,241.45
2487,40000,705,99.78
2488,#VALUE!,488,194.52
2489,40000,815,185.11
2490,20000,999999,0
2491,20000,741,212.76
2492,40000,789,34.68
2493,120000,382,736.96
2494,60000,478,100.38
2495,40000,999999,0
2496,60000,373,229.55
2497,40000,999999,0
2498,120000,900,49.37
2499,40000,800,72.96
2500,40000,741,746.7
2501,40000,856,68.73
2502,20000,564,241.79
2503,#VALUE!,999999,0
2504,60000,835,147.31
2505,40000,811,122.6
2506,100000,606,95.12
2507,20000,391,381.06
2508,40000,376,24.3
2509,40000,573,50.49
2510,20000,736,866.18
2511,40000,416,488.09
2512,20000,768,109.94
2513,40000,383,204.29
2514,20000,999999,0
2515,40000,445,196.06
2516,120000,871,164.66
2517,60000,999999,0
2518,60000,742,20.93
2519,140000,1003,35.01
2520,40000,448,43.38
2521,40000,422,206.59
2522,120000,738,25.86
2523,100000,404,217.68
2524,40000,463,124.43
2525,80000,400,284.7
2526,40000,780,70.85
2527,40000,736,135.89
2528,40000,748,836.45
2529,80000,807,45.06
2530,20000,446,101.35
2531,20000,826,17.65
2532,40000,841,40.17
2533,60000,367,247.12
2534,60000,999999,0
2535,40000,580,91.05
2536,20000,428,37.63
2537,40000,999999,0
2538,40000,999999,0
2539,40000,850,176.17
2540,20000,1030,10.52
2541,60000,799,78.4
2542,20000,427,196.64
2543,40000,999999,0
2544,100000,690,57.6
2545,20000,798,80.63
2546,40000,999999,0
2547,80000,411,622.64
2548,80000,377,288.94
2549,80000,746,203.05
2550,120000,404,296.23
2551,80000,753,547.53
2552,40000,908,42.01
2553,60000,386,1282.35
2554,60000,674,72.76
2555,60000,458,76.63
2556,120000,411,690.9
2557,20000,784,112.94
2558,120000,463,84.05
2559,120000,532,138.9
2560,40000,599,60.45
2561,40000,999999,0
2562,140000,999999,0
2563,40000,416,94.4
2564,80000,741,133.82
2565,40000,999999,0
2566,60000,606,82.39
2567,20000,848,46.15
2568,60000,457,279.63
2569,20000,691,114.03
2570,80000,391,1346.67
2571,140000,367,188.15
2572,40000,383,63.34
2573,60000,999999,0
2574,60000,975,46.19
2575,120000,1019,83.92
2576,40000,741,65.44
2577,40000,1020,24.32
2578,60000,999999,0
2579,40000,724,2.04
2580,40000,808,15.35
2581,40000,455,201.32
2582,20000,807,128.28
2583,140000,1054,49
2584,40000,622,223.55
2585,120000,744,44.01
2586,60000,538,129.43
2587,80000,386,1102.38
2588,20000,421,603.9
2589,20000,753,265.7
2590,40000,508,76.99
2591,20000,702,87.48
2592,40000,427,154.58
2593,120000,755,50.79
2594,80000,632,376.81
2595,40000,961,51.88
2596,80000,841,100.05
2597,140000,999999,0
2598,20000,999,18.72
2599,60000,539,129.29
2600,40000,553,63.13
2601,20000,529,45.69
2602,#VALUE!,999999,0
2603,20000,773,45.88
2604,20000,868,83.19
2605,20000,594,91.68
2606,60000,807,69.6
2607,140000,999999,0
2608,20000,999999,0
2609,20000,385,55.63
2610,60000,529,176.57
2611,40000,999999,0
2612,20000,488,67.95
2613,40000,402,302.36
2614,20000,377,339.75
2615,60000,875,64.26
2616,40000,726,38.81
2617,80000,377,273.85
2618,40000,593,74.34
2619,20000,539,113.39
2620,60000,887,106.14
2621,40000,476,40.23
2622,80000,769,275.8
2623,40000,472,17
2624,40000,999999,0
2625,80000,387,372.36
2626,40000,537,116.76
2627,20000,743,132.03
2628,140000,784,119.87
2629,80000,913,70.47
2630,60000,431,33.55
2631,20000,811,47.34
2632,20000,453,299.95
2633,40000,878,75.12
2634,40000,748,526.66
2635,40000,507,123.23
2636,20000,379,489.77
2637,40000,999999,0
2638,60000,386,358.13
2639,20000,611,182.54
2640,40000,404,356.73
2641,40000,743,313.73
2642,80000,858,65.28
2643,60000,808,94.52
2644,20000,999999,0
2645,80000,383,52.11
2646,40000,733,717.96
2647,60000,450,163.93
2648,40000,402,94.53
2649,20000,784,161.19
2650,40000,999999,0
2651,140000,842,208.87
2652,40000,1043,8.74
2653,60000,999999,0
2654,140000,409,150.23
2655,120000,441,0.57
2656,20000,438,264.15
2657,40000,1051,45.73
2658,40000,507,154.76
2659,40000,999999,0
2660,40000,899,16.77
2661,60000,999999,0
2662,40000,373,89.17
2663,40000,379,1093.22
2664,60000,377,413.32
2665,20000,657,85.39
2666,40000,778,272.49
2667,60000,652,53.09
2668,80000,683,79.48
2669,20000,999999,0
2670,80000,376,106.51
2671,100000,999999,0
2672,20000,558,110.39
2673,60000,386,268.49
2674,20000,383,331.19
2675,120000,552,132.24
2676,20000,1013,52.94
2677,60000,377,454.83
2678,100000,412,539.33
2679,120000,808,56.3
2680,80000,408,139.35
2681,#VALUE!,409,214.54
2682,40000,368,643.13
2683,60000,588,36.79
2684,20000,430,77.72
2685,60000,755,54.95
2686,20000,488,252.08
2687,60000,501,230.49
2688,60000,367,240.63
2689,40000,477,407.54
2690,80000,372,644.92
2691,40000,1072,37.14
2692,60000,770,464.46
2693,40000,611,157.39
2694,80000,501,50.78
2695,20000,386,474.79
2696,60000,999999,0
2697,40000,733,517.51
2698,40000,371,218.21
2699,40000,452,269.02
2700,40000,459,109.89
2701,40000,746,373.42
2702,40000,787,32.58
2703,40000,411,129.11
2704,40000,875,49.54
2705,140000,632,88.96
2706,80000,503,17.29
2707,80000,999999,0
2708,40000,850,256.45
2709,40000,579,129.6
2710,60000,590,6
2711,140000,574,125
2712,20000,538,124.44
2713,40000,999999,0
2714,60000,1092,60.67
2715,20000,553,144.79
2716,40000,446,234.77
2717,80000,604,12.71
2718,60000,738,62.32
2719,20000,999999,0
2720,40000,999,19.48
2721,40000,929,135.76
2722,120000,372,99.65
2723,80000,440,664.75
2724,60000,603,163.57
2725,40000,394,367.37
2726,80000,999999,0
2727,60000,440,147
2728,#VALUE!,789,28.95
2729,60000,391,104.55
2730,60000,738,250.25
2731,40000,500,113.91
2732,20000,830,22.87
2733,40000,782,163.63
2734,140000,410,97.77
2735,140000,661,134.23
2736,20000,478,221.54
2737,60000,485,260.76
2738,40000,401,140.79
2739,120000,680,8.58
2740,60000,373,154.29
2741,80000,374,47.93
2742,40000,422,271.44
2743,40000,775,343.77
2744,60000,999999,0
2745,40000,412,45.52
2746,140000,764,99.58
2747,80000,540,142.75
2748,60000,428,86.22
2749,80000,746,332.97
2750,20000,766,19.95
2751,40000,450,142.91
2752,140000,858,154.41
2753,20000,999999,0
2754,40000,984,19.7
2755,80000,744,18.38
2756,40000,387,571.37
2757,80000,470,155.64
2758,20000,659,36.91
2759,40000,562,42.9
2760,60000,369,126.43
2761,40000,999999,0
2762,80000,540,405
2763,60000,468,137.61
2764,80000,384,135.75
2765,40000,661,28.36
2766,20000,975,13.13
2767,20000,478,145.52
2768,40000,999999,0
2769,20000,379,1262.72
2770,40000,678,126.76
2771,40000,751,85.12
2772,60000,377,67.25
2773,100000,457,156.95
2774,40000,999999,0
2775,80000,400,99.55
2776,100000,390,72.73
2777,80000,495,277.95
2778,40000,500,18.63
2779,40000,654,134.32
2780,60000,742,74.5
2781,20000,377,116.67
2782,80000,996,104.85
2783,40000,479,1.7
2784,80000,400,68.25
2785,40000,875,81.46
2786,40000,871,104.93
2787,40000,379,450.38
2788,140000,570,123.54
2789,140000,999999,0
2790,40000,746,326.08
2791,80000,409,285.69
2792,80000,391,20.4
2793,40000,377,222.14
2794,40000,409,149.07
2795,20000,446,227.44
2796,60000,736,81.04
2797,40000,920,16.86
2798,40000,488,178.59
2799,100000,748,65.55
2800,40000,548,42.97
2801,40000,977,12.61
2802,40000,753,397.77
2803,20000,798,90.19
2804,40000,841,21.52
2805,120000,588,11.55
2806,20000,751,43.29
2807,40000,999999,0
2808,40000,468,378.42
2809,100000,414,88.32
2810,40000,950,90.83
2811,100000,999999,0
2812,40000,929,14.91
2813,20000,513,139.6
2814,40000,744,306.39
2815,120000,408,107.69
2816,120000,999999,0
2817,80000,677,126.65
2818,140000,409,242.95
2819,40000,871,8.99
2820,120000,531,153.01
2821,100000,483,112.86
2822,80000,857,96.84
2823,140000,452,127.85
2824,40000,703,40.3
2825,20000,409,281.96
2826,20000,880,107.34
2827,60000,716,82.37
2828,40000,483,79.88
2829,40000,368,585.78
2830,20000,524,208.86
2831,60000,681,18.23
2832,20000,446,207.74
2833,40000,800,132.01
2834,80000,798,114.97
2835,80000,447,114.54
2836,20000,557,16.84
2837,20000,942,65.28
2838,60000,765,139
2839,40000,400,114.32
2840,140000,920,80.63
2841,80000,888,28.95
2842,20000,561,42.94
2843,80000,999999,0
2844,#VALUE!,807,62.1
2845,20000,956,43.71
2846,60000,386,438.32
2847,100000,769,15.78
2848,20000,413,143.98
2849,40000,753,118.1
2850,20000,411,646.04
2851,20000,849,89.77
2852,40000,735,869.46
2853,40000,999999,0
2854,40000,647,16.69
2855,60000,999999,0
2856,140000,377,285.32
2857,40000,701,67.4
2858,80000,773,242.25
2859,140000,523,5.71
2860,120000,999999,0
2861,40000,435,322.65
2862,60000,732,663.24
2863,80000,447,373.7
2864,120000,404,47.99
2865,120000,435,74.52
2866,40000,696,108.73
2867,20000,999999,0
2868,140000,757,360.75
2869,20000,369,213.3
2870,20000,478,126.52
2871,40000,399,102.9
2872,40000,503,44.14
2873,100000,853,50.44
2874,40000,999999,0
2875,60000,475,99.85
2876,80000,663,112.02
2877,80000,999999,0
2878,40000,372,678.45
2879,140000,414,46.28
2880,40000,758,168.98
2881,40000,434,145.13
2882,20000,564,96.45
2883,40000,952,25.4
2884,40000,999999,0
2885,140000,758,66.95
2886,40000,654,138.04
2887,20000,549,15.79
2888,140000,679,117.79
2889,60000,961,14.43
2890,40000,371,281.5
2891,20000,809,24.89
2892,40000,1083,67.5
2893,80000,452,277.75
2894,20000,514,91.43
2895,20000,999999,0
2896,60000,412,484.1
2897,80000,384,99.58
2898,120000,744,31.52
2899,140000,1020,58.51
2900,40000,539,128.16
2901,120000,746,466.85
2902,40000,929,55.09
2903,140000,624,99.72
2904,120000,814,217.33
2905,60000,412,535.6
2906,20000,727,96.13
2907,40000,468,93.03
2908,40000,386,680.73
2909,60000,595,74.43
2910,20000,400,44.96
2911,40000,846,239.83
2912,100000,999999,0
2913,60000,615,93.69
2914,80000,399,132.63
2915,140000,414,115.5
2916,40000,389,348.93
2917,20000,436,67.69
2918,20000,407,802.65
2919,100000,778,300.84
2920,40000,919,71.34
2921,40000,379,1191.24
2922,120000,755,48.9
2923,40000,970,54.26
2924,40000,372,677.7
2925,40000,601,53.04
2926,20000,999999,0
2927,40000,507,124.04
2928,20000,553,48.66
2929,80000,435,219.37
2930,80000,434,118.76
2931,20000,768,57.28
2932,20000,999999,0
2933,100000,376,71.5
2934,20000,401,120.54
2935,80000,999999,0
2936,80000,720,65.67
2937,80000,999999,0
2938,100000,999999,0
2939,80000,900,74.4
2940,60000,1003,9.9
2941,80000,413,99
2942,40000,414,801.35
2943,60000,606,4.67
2944,60000,860,22.07
2945,60000,945,85.45
2946,120000,808,59.09
2947,80000,445,406.41
2948,40000,417,33.02
2949,40000,871,30.3
2950,60000,999999,0
2951,40000,440,180.46
2952,40000,368,375.93
2953,80000,999999,0
2954,100000,799,23.24
2955,20000,658,78.11
2956,120000,1040,59.21
2957,#VALUE!,557,137.23
2958,60000,720,81.22
2959,80000,743,202.16
2960,60000,508,16.87
2961,40000,582,196.3
2962,40000,628,29.26
2963,100000,450,181.81
2964,40000,384,120.66
2965,40000,420,76.38
2966,60000,395,513.71
2967,40000,752,20.74
2968,40000,387,427.69
2969,20000,546,173.26
2970,20000,641,94.46
2971,40000,1059,24.91
2972,80000,849,14.19
2973,60000,550,172.83
2974,40000,752,352.06
2975,80000,1077,26.06
2976,40000,531,151.13
2977,120000,461,83.77
2978,40000,399,68.36
2979,140000,920,38.36
2980,40000,999999,0
2981,120000,404,724.93
2982,20000,1077,30.59
2983,60000,999999,0
2984,140000,785,75.87
2985,40000,932,47.44
2986,60000,736,465.51
2987,40000,393,165.1
2988,40000,436,127.43
2989,40000,999999,0
2990,40000,752,344.31
2991,140000,677,16.03
2992,60000,999999,0
2993,80000,434,140.59
2994,40000,615,122.61
2995,140000,944,142.63
2996,20000,423,428.74
2997,20000,384,38.14
2998,140000,735,1169.33
2999,60000,999999,0
3000,40000,395,602.45
3001,40000,377,258.73
3002,120000,800,175.62
3003,60000,532,203.66
3004,140000,561,70.44
3005,80000,404,287.34
3006,60000,777,60.36
3007,60000,884,15.57
3008,60000,999999,0
3009,140000,411,109.05
3010,100000,487,104.14
3011,20000,494,135.94
3012,80000,404,245.89
3013,80000,811,106.66
3014,40000,760,121.98
3015,20000,508,126.39
3016,20000,800,150.86
3017,40000,1045,17.67
3018,20000,793,61.28
3019,20000,408,234.9
3020,40000,377,406.69
3021,60000,386,901.73
3022,20000,661,26.26
3023,40000,838,83.33
3024,100000,627,79.17
3025,40000,733,458.33
3026,20000,757,111.31
3027,40000,472,46.18
3028,20000,413,123.25
3029,120000,738,81.78
3030,40000,681,6.93
3031,40000,612,83.55
3032,40000,771,271.98
3033,20000,580,87.33
3034,100000,455,174.25
3035,60000,746,227.47
3036,20000,624,13.92
3037,40000,459,77.4
3038,20000,516,42.91
3039,20000,500,218.72
3040,80000,1032,66.58
3041,40000,679,53.4
3042,40000,924,62.41
3043,40000,809,7.04
3044,80000,763,68.59
3045,140000,749,87.39
3046,40000,446,260.7
3047,120000,999999,0
3048,20000,550,66.25
3049,40000,428,158.26
3050,#VALUE!,999999,0
3051,80000,567,107.16
3052,40000,446,173.22
3053,60000,999999,0
3054,60000,459,63.03
3055,140000,961,5.06
3056,60000,755,268.67
3057,40000,438,118.59
3058,40000,385,103.89
3059,40000,999999,0
3060,60000,687,41.53
3061,40000,868,37.87
3062,120000,1092,17.47
3063,140000,859,63.1
3064,80000,838,69.81
3065,60000,379,441.77
3066,80000,684,119.96
3067,40000,683,47.76
3068,20000,424,189.55
3069,40000,483,61.92
3070,40000,446,192.52
3071,100000,999999,0
3072,40000,847,25.1
3073,40000,837,66.58
3074,140000,999999,0
3075,60000,368,546.33
3076,40000,369,56.45
3077,40000,802,407.18
3078,40000,999999,0
3079,20000,409,55.51
3080,40000,741,529.61
3081,100000,521,49.86
3082,60000,612,160.76
3083,40000,738,6.2
3084,40000,999999,0
3085,60000,743,228.42
3086,40000,611,174.22
3087,80000,439,193.49
3088,40000,898,47.78
3089,40000,999999,0
3090,40000,736,90.73
3091,20000,1086,31.39
3092,60000,393,141.59
3093,80000,871,24.8
3094,20000,936,67.74
3095,40000,996,12.29
3096,60000,1055,36.34
3097,40000,372,262.52
3098,40000,505,89.6
3099,40000,539,203.14
3100,40000,573,135.36
3101,80000,448,371.3
3102,20000,685,176.85
3103,#VALUE!,521,76.18
3104,40000,616,186.97
3105,40000,642,69.69
3106,60000,999999,0
3107,20000,710,18.38
3108,40000,742,39.74
3109,40000,417,174.23
3110,60000,868,37.54
3111,60000,472,92.24
3112,60000,390,73.48
3113,20000,400,468.86
3114,40000,410,178.85
3115,20000,604,103.48
3116,60000,608,212.76
3117,40000,679,10.79
3118,80000,999999,0
3119,80000,920,20.61
3120,40000,999999,0
3121,60000,495,177.77
3122,60000,458,34.51
3123,60000,782,49.7
3124,60000,387,706.1
3125,#VALUE!,775,892.3
3126,40000,808,5.1
3127,80000,383,144.3
3128,120000,495,133.57
3129,20000,999999,0
3130,80000,387,601.7
3131,20000,672,74.6
3132,80000,400,88.75
3133,60000,400,159.32
3134,20000,898,48.59
3135,60000,742,8.72
3136,100000,744,48.96
3137,40000,999999,0
3138,60000,809,321.35
3139,80000,603,135.66
3140,60000,538,146.82
3141,60000,999999,0
3142,20000,620,18.63
3143,#VALUE!,414,109.9
3144,120000,999999,0
3145,120000,428,40.52
3146,40000,460,145.64
3147,40000,999999,0
3148,60000,999999,0
3149,20000,417,283.82
3150,40000,999999,0
3151,140000,842,61.59
3152,60000,550,97.23
3153,80000,377,282.9
3154,60000,999999,0
3155,120000,507,94.71
3156,60000,999999,0
3157,60000,648,218.53
3158,140000,465,82.19
3159,140000,501,67.61
3160,20000,395,816.49
3161,20000,405,421.93
3162,80000,746,270.94
3163,40000,449,184.51
3164,20000,502,153.13
3165,20000,589,62.25
3166,40000,381,190.02
3167,20000,752,9.42
3168,20000,743,396.94
3169,#VALUE!,404,81.61
3170,40000,414,101.02
3171,40000,978,14.77
3172,20000,534,81.13
3173,40000,386,311.48
3174,140000,736,774.64
3175,40000,367,50.67
3176,80000,618,5.7
3177,60000,781,176.94
3178,40000,636,168.2
3179,60000,616,99.48
3180,20000,420,84.53
3181,80000,727,115.88
3182,40000,395,79.09
3183,100000,529,159.74
3184,20000,1023,71.62
3185,40000,753,529.44
3186,80000,733,430.55
3187,60000,376,128.99
3188,40000,445,231.78
3189,80000,1085,6.19
3190,20000,999999,0
3191,#VALUE!,992,108.1
3192,40000,779,488.46
3193,20000,493,63.59
3194,80000,531,98.68
3195,120000,753,279.71
3196,60000,377,343.39
3197,60000,369,794.03
3198,80000,683,133.27
3199,40000,569,130.67
3200,20000,508,19.98
3201,60000,402,195.32
3202,60000,373,140.12
3203,20000,683,127.53
3204,40000,434,203.29
3205,140000,642,80.97
3206,20000,740,244.59
3207,80000,436,217.28
3208,40000,417,50.26
3209,20000,773,158.66
3210,40000,736,1123.1
3211,40000,394,65.25
3212,60000,766,48.7
3213,40000,386,264.66
3214,20000,913,38.39
3215,40000,508,102.73
3216,20000,552,109.31
3217,#VALUE!,669,11.27
3218,20000,460,482.25
3219,60000,409,126.03
3220,40000,999999,0
3221,60000,748,62.79
3222,80000,539,54.5
3223,20000,858,24.67
3224,40000,999999,0
3225,#VALUE!,740,858.69
3226,20000,927,83.7
3227,40000,376,135.83
3228,60000,434,56.67
3229,40000,756,21.58
3230,40000,999999,0
3231,20000,422,573.62
3232,120000,736,17.66
3233,40000,404,220.32
3234,20000,741,656.34
3235,20000,999999,0
3236,80000,485,266.97
3237,40000,621,9.86
3238,20000,652,134.98
3239,60000,416,815.93
3240,60000,385,153.96
3241,#VALUE!,999999,0
3242,20000,391,865.51
3243,20000,377,430.09
3244,80000,743,703.83
3245,40000,379,628.13
3246,20000,378,159.91
3247,20000,764,111.91
3248,60000,999999,0
3249,80000,408,164.87
3250,20000,447,145.66
3251,140000,716,83.62
3252,20000,452,33.36
3253,80000,389,407.38
3254,20000,371,101.29
3255,80000,999999,0
3256,40000,878,100.47
3257,120000,372,101.76
3258,40000,402,190.13
3259,40000,867,42.84
3260,20000,776,138.51
3261,60000,741,193.39
3262,40000,604,74.05
3263,40000,481,13.94
3264,40000,999999,0
3265,40000,1018,32.7
3266,40000,999999,0
3267,20000,508,284.8
3268,80000,377,216.95
3269,20000,755,341.47
3270,20000,764,72.83
3271,20000,416,646.86
3272,80000,999999,0
3273,20000,528,162.57
3274,20000,538,8.34
3275,60000,493,97.17
3276,40000,684,53.29
3277,20000,743,237.75
3278,20000,787,16.5
3279,40000,411,58.69
3280,60000,784,111.94
3281,140000,999999,0
3282,60000,529,63.76
3283,60000,524,131.14
3284,60000,999999,0
3285,40000,450,290.62
3286,20000,432,104.18
3287,40000,476,33.75
3288,40000,475,366.99
3289,140000,604,50.27
3290,20000,999999,0
3291,40000,438,270.01
3292,40000,435,53.52
3293,40000,494,187.79
3294,40000,507,28.09
3295,60000,788,205.33
3296,60000,999999,0
3297,60000,439,164.23
3298,140000,472,30.24
3299,40000,659,26.26
3300,60000,472,145.98
3301,40000,402,83.12
3302,40000,389,529.97
3303,60000,736,166.92
3304,20000,432,42.37
3305,40000,373,377.48
3306,40000,391,95.19
3307,40000,430,54.39
3308,#VALUE!,377,472.88
3309,120000,564,65.92
3310,20000,416,456.44
3311,80000,386,364.35
3312,60000,401,73.47
3313,40000,379,24.14
3314,40000,907,36
3315,60000,888,74.55
3316,140000,593,235.28
3317,60000,738,873.67
3318,20000,999999,0
3319,20000,494,212.12
3320,40000,599,27.43
3321,40000,372,297.05
3322,20000,539,116.23
3323,140000,777,53.82
3324,40000,814,131.39
3325,60000,386,239.12
3326,40000,758,96.37
3327,40000,585,82.77
3328,20000,445,821.05
3329,40000,883,137.29
3330,80000,774,391.84
3331,60000,999999,0
3332,40000,786,60.18
3333,120000,561,140
3334,80000,395,444.07
3335,60000,746,236.53
3336,40000,399,58.86
3337,100000,377,176.23
3338,40000,798,185.55
3339,20000,999999,0
3340,60000,999999,0
3341,40000,999999,0
3342,20000,850,174.33
3343,140000,982,57.15
3344,140000,999999,0
3345,120000,435,113.27
3346,100000,422,50.38
3347,140000,999999,0
3348,80000,785,44.74
3349,#VALUE!,529,134.09
3350,20000,535,168.36
3351,40000,446,92.52
3352,80000,410,370.13
3353,20000,777,7.96
3354,40000,753,76.98
3355,100000,999999,0
3356,80000,908,18.77
3357,20000,624,88.73
3358,40000,723,135.06
3359,80000,611,158.75
3360,80000,446,445.43
3361,20000,472,115.06
3362,100000,808,50.98
3363,20000,755,241.36
3364,40000,999999,0
3365,80000,830,86.95
3366,80000,748,579.96
3367,80000,483,35.75
3368,100000,999999,0
3369,20000,616,68.05
3370,140000,590,208.15
3371,60000,746,152.99
3372,40000,776,425.29
3373,100000,399,78.66
3374,60000,1075,29.77
3375,20000,999999,0
3376,20000,439,37.19
3377,60000,774,160.32
3378,40000,999999,0
3379,20000,1092,45.14
3380,40000,558,181.22
3381,40000,781,130.05
3382,80000,999999,0
3383,60000,789,33.65
3384,20000,1019,33.51
3385,80000,447,19.04
3386,40000,381,264.78
3387,40000,494,106.06
3388,40000,386,598.57
3389,80000,422,155.3
3390,40000,740,886.06
3391,20000,938,50.17
3392,40000,716,42.21
3393,100000,790,20.49
3394,60000,999999,0
3395,20000,386,293.69
3396,80000,755,460.55
3397,40000,414,541.95
3398,40000,740,75.02
3399,20000,773,14.64
3400,40000,752,23.52
3401,60000,373,220.53
3402,40000,999999,0
3403,#VALUE!,677,48.2
3404,40000,461,221.88
3405,40000,514,19.2
3406,80000,759,301.84
3407,20000,658,137.4
3408,80000,875,84.97
3409,#VALUE!,538,16.81
3410,140000,684,26.11
3411,20000,741,751.63
3412,40000,386,227.99
3413,20000,416,109.01
3414,100000,529,105.07
3415,40000,371,94.45
3416,120000,720,59.24
3417,80000,779,23.24
3418,100000,437,719.48
3419,60000,733,630.64
3420,40000,747,382.18
3421,40000,999999,0
3422,40000,500,493.56
3423,60000,438,448.92
3424,40000,752,297.49
3425,#VALUE!,383,55.31
3426,80000,402,225.45
3427,#VALUE!,376,83.47
3428,40000,372,95.75
3429,140000,864,15.72
3430,60000,803,8.24
3431,60000,982,74.04
3432,60000,849,87.02
3433,100000,999999,0
3434,40000,400,221.09
3435,20000,394,226.76
3436,40000,386,335.34
3437,60000,663,85.7
3438,20000,495,147.82
3439,80000,747,52.49
3440,20000,781,976
3441,120000,391,527.73
3442,40000,556,324.88
3443,60000,458,170.85
3444,140000,999999,0
3445,120000,642,139.72
3446,40000,377,118.63
3447,40000,999999,0
3448,40000,412,737.81
3449,40000,367,191.54
3450,60000,908,71.93
3451,40000,409,104.01
3452,60000,452,73.56
3453,60000,442,20.62
3454,60000,920,32.34
3455,40000,524,110.49
3456,40000,944,59.97
3457,40000,718,126
3458,20000,377,119.81
3459,40000,999999,0
